gene_id	geneT_id	chr.num	start	end	strand	seq.ln	pfam.sigAcc	pfam.desc	pfam.start	pfam.end	pfam.eval	pfam.iprAcc	pfam.iprAnn	pfam.go	pfam.pthAnn	pant.sigAcc	pant.desc	pant.start	pant.end	pant.eval	pant.iprAcc	pant.iprAnn	pant.go	pant.pthAnn	sfam.sigAcc	sfam.desc	sfam.start	sfam.end	sfam.eval	sfam.iprAcc	sfam.iprAnn	sfam.go	sfam.pthAnn	cdd.sigAcc	cdd.desc	cdd.start	cdd.end	cdd.eval	cdd.iprAcc	cdd.iprAnn	cdd.go	cdd.pthAnn	g3d.sigAcc	g3d.desc	g3d.start	g3d.end	g3d.eval	g3d.iprAcc	g3d.iprAnn	g3d.go	g3d.pthAnn
Ecl_004006	Ecl_004006-T1	Ecl_1605_22_3	5123992	5126871	-	916	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR42068	-	354	910	5e-173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_004007	Ecl_004007-T1	Ecl_1605_22_3	5131229	5133404	+	605	PF01545	Cation efflux family	315	508	6.3e-23	IPR002524	Cation efflux protein	GO:0006812|GO:0008324|GO:0016021|GO:0055085	NA	PTHR43840:SF4	-	18	602	5.7e-178	NA	NA	NA	NA	SSF161111	Cation efflux protein transmembrane domain-like	310	509	1.31e-33	IPR027469	Cation efflux transmembrane domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.20.1510.10	-	311	509	1.3e-25	IPR027469	Cation efflux transmembrane domain superfamily	NA	NA
Ecl_004008	Ecl_004008-T1	Ecl_1605_22_3	5134062	5140038	-	1940	PF00454	Phosphatidylinositol 3- and 4-kinase	1683	1887	1.1e-34	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain	NA	NA	PTHR10048	PHOSPHATIDYLINOSITOL KINASE	313	1940	0	IPR015433	Phosphatidylinositol kinase	GO:0046854|GO:0048015	NA	SSF48371	ARM repeat	347	885	5.76e-06	IPR016024	Armadillo-type fold	NA	NA	cd05167	PI4Kc_III_alpha	1620	1939	0	NA	NA	NA	NA	G3DSA:1.10.1070.11	-	1742	1936	1.4e-62	IPR036940	Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily	GO:0016301	NA
Ecl_004009	Ecl_004009-T1	Ecl_1605_22_3	5140468	5141332	+	263	PF00227	Proteasome subunit	38	192	6.5e-28	IPR001353	Proteasome, subunit alpha/beta	GO:0005839|GO:0051603	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	PTHR11599:SF59	PROTEASOME SUBUNIT BETA TYPE-1	34	256	2.5e-76	IPR035202	Proteasome subunit beta 1	GO:0004298	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	SSF56235	N-terminal nucleophile aminohydrolases (Ntn hydrolases)	34	258	6.72e-50	IPR029055	Nucleophile aminohydrolases, N-terminal	NA	NA	cd03757	proteasome_beta_type_1	33	263	2.8e-117	NA	NA	NA	NA	G3DSA:3.60.20.10	Glutamine Phosphoribosylpyrophosphate	32	263	1.2e-63	IPR029055	Nucleophile aminohydrolases, N-terminal	NA	NA
Ecl_004011	Ecl_004011-T1	Ecl_1605_22_3	5146404	5146940	+	178	PF04146	YT521-B-like domain	126	168	8.3e-15	IPR007275	YTH domain	GO:0003723	NA	PTHR12357	YTH  YT521-B HOMOLOGY  DOMAIN-CONTAINING	11	170	3e-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.10.590.10	ph1033 like domains	107	176	3.6e-12	NA	NA	NA	NA
Ecl_004012	Ecl_004012-T1	Ecl_1605_22_3	5147007	5147519	+	170	PF04146	YT521-B-like domain	10	141	1.2e-31	IPR007275	YTH domain	GO:0003723	NA	PTHR12357:SF3	YTH DOMAIN-CONTAINING PROTEIN 1	37	142	6.6e-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.10.590.10	ph1033 like domains	61	150	6.7e-22	NA	NA	NA	NA
Ecl_004013	Ecl_004013-T1	Ecl_1605_22_3	5148984	5149616	+	210	PF00011	Hsp20/alpha crystallin family	148	209	6.4e-12	IPR002068	Alpha crystallin/Hsp20 domain	NA	NA	PTHR43670:SF51	-	7	209	1.1e-49	NA	NA	NA	NA	SSF49764	HSP20-like chaperones	38	209	1.99e-29	IPR008978	HSP20-like chaperone	NA	NA	cd06464	ACD_sHsps-like	54	198	1.47e-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_004014	Ecl_004014-T1	Ecl_1605_22_3	5150139	5151311	+	348	PF08423	Rad51	85	339	9.1e-126	IPR013632	DNA recombination and repair protein Rad51-like, C-terminal	NA	Reactome: R-HSA-5685942|Reactome: R-HSA-5693554|Reactome: R-HSA-5693568|Reactome: R-HSA-5693579	PTHR22942:SF39	DNA REPAIR PROTEIN RAD51 HOMOLOG 1	13	343	4.2e-184	NA	NA	NA	NA	SSF52540	P-loop containing nucleoside triphosphate hydrolases	103	338	6.21e-59	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NA	NA	cd01123	Rad51_DMC1_radA	103	338	2.16e-141	IPR033925	Rad51/DMC1/RadA	GO:0003677	Reactome: R-HSA-5685942|Reactome: R-HSA-5693554|Reactome: R-HSA-5693568|Reactome: R-HSA-5693579	G3DSA:3.40.50.300	-	91	346	6.6e-84	NA	NA	NA	NA
Ecl_004015	Ecl_004015-T1	Ecl_1605_22_3	5151879	5155487	+	1163	PF11715	Nucleoporin Nup120/160	28	573	3e-135	NA	NA	NA	NA	PTHR21286	NUCLEAR PORE COMPLEX PROTEIN NUP160	23	1138	3.5e-131	IPR021717	Nucleoporin Nup120/160	NA	Reactome: R-HSA-1169408|Reactome: R-HSA-141444|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-5619107|Reactome: R-HSA-5663220|Reactome: R-HSA-6784531|Reactome: R-HSA-68877|Reactome: R-HSA-9609690|Reactome: R-HSA-9610379|Reactome: R-HSA-9648025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_004016	Ecl_004016-T1	Ecl_1605_22_3	5155993	5157132	-	322	PF03643	Vacuolar protein sorting-associated protein 26	5	278	1.5e-129	IPR028934	Vacuolar protein sorting protein 26 related	GO:0006886	NA	PTHR12233	VACUOLAR PROTEIN SORTING 26 RELATED	1	293	3.3e-138	IPR028934	Vacuolar protein sorting protein 26 related	GO:0006886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.60.40.640	-	153	321	4.9e-78	IPR014752	Arrestin, C-terminal	NA	NA
Ecl_004017	Ecl_004017-T1	Ecl_1605_22_3	5157847	5158965	+	192	PF00347	Ribosomal protein L6	97	180	8.4e-13	IPR020040	Ribosomal protein L6, alpha-beta domain	GO:0003735|GO:0005840|GO:0006412|GO:0019843	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-9633012|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PTHR11655	60S/50S RIBOSOMAL PROTEIN L6/L9	1	190	1.2e-75	IPR000702	Ribosomal protein L6	GO:0003735|GO:0005840|GO:0006412|GO:0019843	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-9633012|Reactome: R-HSA-975956|Reactome: R-HSA-975957	SSF56053	Ribosomal protein L6	86	186	2.4e-27	IPR036789	Ribosomal protein L6, alpha-beta domain superfamily	GO:0003735|GO:0005840|GO:0006412|GO:0019843	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-9633012|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.90.930.12	-	86	192	5.7e-45	IPR036789	Ribosomal protein L6, alpha-beta domain superfamily	GO:0003735|GO:0005840|GO:0006412|GO:0019843	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-9633012|Reactome: R-HSA-975956|Reactome: R-HSA-975957
Ecl_004019	Ecl_004019-T1	Ecl_1605_22_3	5162274	5162585	+	103	PF03224	V-ATPase subunit H	7	99	1.8e-19	IPR004908	ATPase, V1 complex, subunit H	GO:0000221|GO:0046961|GO:1902600	Reactome: R-HSA-1222556|Reactome: R-HSA-167590|Reactome: R-HSA-182218|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-9636467|Reactome: R-HSA-9639288|Reactome: R-HSA-983712	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF48371	ARM repeat	2	99	1.32e-21	IPR016024	Armadillo-type fold	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.25.10.10	-	1	103	3.3e-16	IPR011989	Armadillo-like helical	NA	NA
Ecl_004020	Ecl_004020-T1	Ecl_1605_22_3	5162642	5163907	+	401	PF03224	V-ATPase subunit H	33	273	9.8e-52	IPR004908	ATPase, V1 complex, subunit H	GO:0000221|GO:0046961|GO:1902600	Reactome: R-HSA-1222556|Reactome: R-HSA-167590|Reactome: R-HSA-182218|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-9636467|Reactome: R-HSA-9639288|Reactome: R-HSA-983712	PTHR10698	V-TYPE PROTON ATPASE SUBUNIT H	29	400	4.3e-82	IPR004908	ATPase, V1 complex, subunit H	GO:0000221|GO:0046961|GO:1902600	Reactome: R-HSA-1222556|Reactome: R-HSA-167590|Reactome: R-HSA-182218|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-9636467|Reactome: R-HSA-9639288|Reactome: R-HSA-983712	SSF48371	ARM repeat	25	399	6.78e-108	IPR016024	Armadillo-type fold	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.25.10.10	-	17	281	5.5e-55	IPR011989	Armadillo-like helical	NA	NA
Ecl_004021	Ecl_004021-T1	Ecl_1605_22_3	5164471	5165805	+	444	PF01571	Aminomethyltransferase folate-binding domain	58	327	9.4e-76	IPR006222	Aminomethyltransferase, folate-binding domain	NA	NA	PTHR43757:SF2	AMINOMETHYLTRANSFERASE-RELATED	34	442	5.8e-128	NA	NA	NA	NA	SSF103025	Folate-binding domain	52	347	2.98e-72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.1360.120	Probable tRNA modification gtpase trme; domain 1	54	304	3.2e-72	IPR027266	GTP-binding protein TrmE/Glycine cleavage system T protein, domain 1	GO:0005515	NA
Ecl_004022	Ecl_004022-T1	Ecl_1605_22_3	5167821	5170027	+	703	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR10340	SPHINGOMYELIN PHOSPHODIESTERASE	12	695	6.5e-189	NA	NA	NA	NA	SSF56300	Metallo-dependent phosphatases	52	323	2.14e-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_004024	Ecl_004024-T1	Ecl_1605_22_3	5180477	5182474	-	581	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	52	85	7.8e-07	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	GO:0000981|GO:0006355|GO:0008270	NA	PTHR38791	-	250	549	2e-43	NA	NA	NA	NA	SSF57701	Zn2/Cys6 DNA-binding domain	46	82	6.41e-09	IPR036864	Zn(2)-C6 fungal-type DNA-binding domain superfamily	GO:0000981|GO:0006355|GO:0008270	NA	cd00067	GAL4	47	79	1.41e-09	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	GO:0000981|GO:0006355|GO:0008270	NA	G3DSA:4.10.240.10	-	44	115	1.6e-07	IPR036864	Zn(2)-C6 fungal-type DNA-binding domain superfamily	GO:0000981|GO:0006355|GO:0008270	NA
Ecl_004025	Ecl_004025-T1	Ecl_1605_22_3	5183088	5183729	+	213	PF00651	BTB/POZ domain	13	108	1.1e-05	IPR000210	BTB/POZ domain	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF54695	POZ domain	13	107	1.33e-06	IPR011333	SKP1/BTB/POZ domain superfamily	NA	NA	cd18186	BTB_POZ_ZBTB_KLHL-like	13	103	3.02e-06	NA	NA	NA	NA	G3DSA:3.30.710.10	Potassium Channel Kv1.1; Chain A	9	115	4.5e-10	NA	NA	NA	NA
Ecl_004027	Ecl_004027-T1	Ecl_1605_22_3	5185643	5189335	-	1230	PF08578	Protein of unknown function (DUF1765)	734	856	1.4e-43	IPR013887	Uncharacterised protein family UPF0592	NA	NA	PTHR37988	-	103	1225	5.2e-222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_004028	Ecl_004028-T1	Ecl_1605_22_3	5200621	5203225	+	804	PF19050	PhoD related phosphatase	227	398	5.6e-28	IPR043904	PhoD-like phosphatase	NA	NA	PTHR46689	-	40	789	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd07389	MPP_PhoD	233	624	4.37e-35	IPR018946	PhoD-like phosphatase,  metallophosphatase domain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_004029	Ecl_004029-T1	Ecl_1605_22_3	5203884	5205782	+	573	PF00171	Aldehyde dehydrogenase family	84	554	3.8e-106	IPR015590	Aldehyde dehydrogenase domain	GO:0016491|GO:0055114	NA	PTHR42862	-	14	571	5.6e-220	NA	NA	NA	NA	SSF53720	ALDH-like	32	556	1.7e-122	IPR016161	Aldehyde/histidinol dehydrogenase	GO:0016491|GO:0055114	NA	cd07123	ALDH_F4-17_P5CDH	35	562	0	IPR005931	Delta-1-pyrroline-5-carboxylate dehydrogenase	GO:0003842|GO:0010133	KEGG: 00250+1.2.1.88|KEGG: 00330+1.2.1.88|MetaCyc: PWY-6853|Reactome: R-HSA-389661|Reactome: R-HSA-70688	G3DSA:3.40.605.10	Aldehyde Dehydrogenase; Chain A	39	556	4.8e-218	IPR016162	Aldehyde dehydrogenase, N-terminal	GO:0016491|GO:0055114	NA
Ecl_004030	Ecl_004030-T1	Ecl_1605_22_3	5208927	5210791	-	296	PF04080	Per1-like family	25	284	2.7e-108	IPR007217	Per1-like	GO:0006506	NA	PTHR13148	PER1-RELATED	8	287	2.4e-95	IPR007217	Per1-like	GO:0006506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_004031	Ecl_004031-T1	Ecl_1605_22_3	5211161	5213032	+	623	PF00069	Protein kinase domain	532	606	9.4e-08	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468	NA	PTHR22974:SF21	DUAL SPECIFICITY PROTEIN KINASE TTK	272	609	6.1e-41	IPR027084	Protein kinase Mps1 family	GO:0004712|GO:0007093|GO:0051304	NA	SSF56112	Protein kinase-like (PK-like)	521	604	5.48e-10	IPR011009	Protein kinase-like domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	525	610	5.3e-26	NA	NA	NA	NA
Ecl_004032	Ecl_004032-T1	Ecl_1605_22_3	5213067	5213867	+	266	PF00069	Protein kinase domain	8	202	1e-33	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468	NA	PTHR22974:SF21	DUAL SPECIFICITY PROTEIN KINASE TTK	1	238	2.9e-92	IPR027084	Protein kinase Mps1 family	GO:0004712|GO:0007093|GO:0051304	NA	SSF56112	Protein kinase-like (PK-like)	3	215	1.21e-41	IPR011009	Protein kinase-like domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	9	209	1.6e-46	NA	NA	NA	NA
Ecl_004033	Ecl_004033-T1	Ecl_1605_22_3	5214020	5215589	-	232	PF00829	Ribosomal prokaryotic L21 protein	99	201	3.8e-12	IPR028909	Ribosomal protein L21-like	GO:0005840	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	PTHR21349	50S RIBOSOMAL PROTEIN L21	81	219	1.8e-23	IPR028909	Ribosomal protein L21-like	GO:0005840	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	SSF141091	L21p-like	98	202	7.32e-21	IPR036164	L21-like superfamily	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_004034	Ecl_004034-T1	Ecl_1605_22_3	5215750	5216352	+	200	PF01201	Ribosomal protein S8e	25	199	1.1e-39	IPR022309	Ribosomal protein S8e/ribosomal biogenesis NSA2	NA	NA	PTHR12642	-	1	200	4.9e-104	IPR039411	Ribosomal biogenesis NSA2 family	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.40.10.310	-	119	200	1.5e-11	NA	NA	NA	NA
Ecl_004035	Ecl_004035-T1	Ecl_1605_22_3	5217095	5218646	+	345	PF06325	Ribosomal protein L11 methyltransferase (PrmA)	59	133	1e-10	NA	NA	NA	NA	PTHR11006	PROTEIN ARGININE N-METHYLTRANSFERASE	19	328	2.2e-147	NA	NA	NA	NA	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	28	328	1.64e-95	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	NA	NA	cd02440	AdoMet_MTases	64	164	2.33e-14	NA	NA	NA	NA	G3DSA:2.70.160.11	-	167	345	7.8e-65	NA	NA	NA	NA
Ecl_004036	Ecl_004036-T1	Ecl_1605_22_3	5219600	5221304	-	539	PF00408	Phosphoglucomutase/phosphomannomutase, C-terminal domain	458	534	3.2e-10	IPR005843	Alpha-D-phosphohexomutase, C-terminal	GO:0016868|GO:0071704	KEGG: 00520+5.4.2.10|MetaCyc: PWY-6749	PTHR45955	-	8	537	2.1e-205	NA	NA	NA	NA	SSF53738	Phosphoglucomutase, first 3 domains	75	201	3.26e-16	IPR016055	Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III	GO:0005975|GO:0016868	KEGG: 00520+5.4.2.10|MetaCyc: PWY-6749	cd03086	PGM3	23	534	0	IPR016657	Phosphoacetylglucosamine mutase	GO:0004610	KEGG: 00520+5.4.2.3|MetaCyc: PWY-5514|MetaCyc: PWY-6906|Reactome: R-HSA-446210	G3DSA:1.10.490.170	-	2	178	4e-69	NA	NA	NA	NA
Ecl_004037	Ecl_004037-T1	Ecl_1605_22_3	5222981	5224756	+	591	PF02732	ERCC4 domain	302	448	1.4e-23	IPR006166	ERCC4 domain	GO:0003677|GO:0004518	Reactome: R-HSA-6783310	PTHR13451	CLASS II CROSSOVER JUNCTION ENDONUCLEASE MUS81	285	588	5.9e-125	NA	NA	NA	NA	SSF52980	Restriction endonuclease-like	296	453	3.75e-31	IPR011335	Restriction endonuclease  type II-like	NA	Reactome: R-HSA-6783310	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.10130	-	329	523	1.5e-61	NA	NA	NA	NA
Ecl_004038	Ecl_004038-T1	Ecl_1605_22_3	5224918	5225675	-	229	PF00677	Lumazine binding domain	3	91	4.9e-23	IPR026017	Lumazine-binding domain	NA	KEGG: 00740+2.5.1.9|MetaCyc: PWY-6167|MetaCyc: PWY-6168	PTHR21098	RIBOFLAVIN SYNTHASE ALPHA CHAIN	1	207	1.1e-83	IPR001783	Lumazine-binding protein	NA	KEGG: 00740+2.5.1.9|MetaCyc: PWY-6167|MetaCyc: PWY-6168	SSF63380	Riboflavin synthase domain-like	97	203	2.13e-29	IPR017938	Riboflavin synthase-like beta-barrel	NA	NA	cd00402	Riboflavin_synthase_like	1	193	7.63e-91	IPR001783	Lumazine-binding protein	NA	KEGG: 00740+2.5.1.9|MetaCyc: PWY-6167|MetaCyc: PWY-6168	G3DSA:2.40.30.20	-	106	205	4e-31	IPR023366	ATP synthase subunit alpha, N-terminal domain-like superfamily	NA	KEGG: 00190+7.1.2.2|KEGG: 00195+7.1.2.2|MetaCyc: PWY-7980
Ecl_004039	Ecl_004039-T1	Ecl_1605_22_3	5226177	5227313	+	378	PF13181	Tetratricopeptide repeat	53	84	0.0016	IPR019734	Tetratricopeptide repeat	GO:0005515	NA	PTHR12558:SF29	SI:DKEY-12J5.1	51	338	1.7e-23	NA	NA	NA	NA	SSF48452	TPR-like	23	280	8.6e-13	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.25.40.10	-	139	322	3.1e-14	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515	NA
Ecl_004040	Ecl_004040-T1	Ecl_1605_22_3	5227688	5228477	-	231	PF05773	RWD domain	4	115	6.6e-23	IPR006575	RWD domain	GO:0005515	NA	PTHR12292	RWD DOMAIN-CONTAINING PROTEIN	3	213	1.2e-42	IPR040213	GIR2-like	NA	NA	SSF54495	UBC-like	3	114	6.44e-24	IPR016135	Ubiquitin-conjugating enzyme/RWD-like	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.10.110.10	Ubiquitin Conjugating Enzyme	2	125	1.4e-28	IPR016135	Ubiquitin-conjugating enzyme/RWD-like	NA	NA
Ecl_004041	Ecl_004041-T1	Ecl_1605_22_3	5229206	5231319	+	684	PF08144	CPL (NUC119) domain	426	570	6.6e-37	IPR012959	CPL domain	GO:0003723	NA	PTHR13389	UNCHARACTERIZED	6	646	2e-148	IPR040059	Pumilio homologue 3	GO:0003723	NA	SSF48371	ARM repeat	120	474	4.26e-56	IPR016024	Armadillo-type fold	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.25.10.10	-	109	331	1.5e-34	IPR011989	Armadillo-like helical	NA	NA
Ecl_004043	Ecl_004043-T1	Ecl_1605_22_3	5234353	5235147	+	240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF48652	Tetraspanin	63	96	5.23e-05	IPR008952	Tetraspanin, EC2 domain superfamily	GO:0016021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
