gene_id	geneT_id	chr.num	start	end	strand	seq.ln	pfam.sigAcc	pfam.desc	pfam.start	pfam.end	pfam.eval	pfam.iprAcc	pfam.iprAnn	pfam.go	pfam.pthAnn	pant.sigAcc	pant.desc	pant.start	pant.end	pant.eval	pant.iprAcc	pant.iprAnn	pant.go	pant.pthAnn	sfam.sigAcc	sfam.desc	sfam.start	sfam.end	sfam.eval	sfam.iprAcc	sfam.iprAnn	sfam.go	sfam.pthAnn	cdd.sigAcc	cdd.desc	cdd.start	cdd.end	cdd.eval	cdd.iprAcc	cdd.iprAnn	cdd.go	cdd.pthAnn	g3d.sigAcc	g3d.desc	g3d.start	g3d.end	g3d.eval	g3d.iprAcc	g3d.iprAnn	g3d.go	g3d.pthAnn
Ety_003873	Ety_003873-T1	Ety_1756_3	3659351	3660782	-	368	PF09365	Conserved hypothetical protein (DUF2461)	116	341	9.6e-79	IPR012808	Conserved hypothetical protein CHP02453	NA	NA	PTHR36452	-	23	351	5.8e-103	IPR012808	Conserved hypothetical protein CHP02453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_003874	Ety_003874-T1	Ety_1756_3	3664620	3666918	+	589	PF00487	Fatty acid desaturase	275	548	7.8e-33	IPR005804	Fatty acid desaturase domain	GO:0006629	NA	PTHR19353	FATTY ACID DESATURASE 2	9	574	1.9e-156	NA	NA	NA	NA	SSF55856	Cytochrome b5-like heme/steroid binding domain	7	95	1.57e-16	IPR036400	Cytochrome b5-like heme/steroid binding domain superfamily	NA	NA	cd03506	Delta6-FADS-like	274	545	1.77e-69	NA	NA	NA	NA	G3DSA:3.10.120.10	Flavocytochrome B2	9	85	4.8e-10	IPR036400	Cytochrome b5-like heme/steroid binding domain superfamily	NA	NA
Ety_003876	Ety_003876-T1	Ety_1756_3	3670110	3672439	-	664	PF00012	Hsp70 protein	42	646	6.2e-262	IPR013126	Heat shock protein 70 family	NA	Reactome: R-HSA-3371453	PTHR19375	HEAT SHOCK PROTEIN 70KDA	31	653	0	IPR013126	Heat shock protein 70 family	NA	Reactome: R-HSA-3371453	SSF53067	Actin-like ATPase domain	225	417	1.94e-65	IPR043129	ATPase, nucleotide binding domain	NA	NA	cd10241	HSPA5-like_NBD	40	413	0	IPR042050	Endoplasmic reticulum chaperone BIP, nucleotide-binding domain	NA	Reactome: R-HSA-114608|Reactome: R-HSA-3371453|Reactome: R-HSA-381033|Reactome: R-HSA-381042|Reactome: R-HSA-381070|Reactome: R-HSA-381183|Reactome: R-HSA-983170	G3DSA:3.30.420.40	-	42	412	3.9e-170	NA	NA	NA	NA
Ety_003877	Ety_003877-T1	Ety_1756_3	3673789	3676399	-	833	PF00009	Elongation factor Tu GTP binding domain	423	636	3.3e-47	IPR000795	Transcription factor, GTP-binding domain	GO:0003924|GO:0005525	NA	PTHR23115:SF240	-	265	833	3e-249	NA	NA	NA	NA	SSF52540	P-loop containing nucleoside triphosphate hydrolases	421	665	1.37e-63	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NA	NA	cd01883	EF1_alpha	426	640	1.05e-117	NA	NA	NA	NA	G3DSA:3.40.50.300	-	401	640	1.4e-87	NA	NA	NA	NA
Ety_003878	Ety_003878-T1	Ety_1756_3	3677101	3679040	+	551	PF00118	TCP-1/cpn60 chaperonin family	49	544	5.7e-155	IPR002423	Chaperonin Cpn60/TCP-1 family	GO:0005524	NA	PTHR11353:SF94	T-COMPLEX PROTEIN 1 SUBUNIT EPSILON	17	542	1.6e-273	NA	NA	NA	NA	SSF48592	GroEL equatorial domain-like	30	543	1.96e-81	IPR027413	GroEL-like equatorial domain superfamily	NA	NA	cd03339	TCP1_epsilon	15	543	0	NA	NA	NA	NA	G3DSA:1.10.560.10	GROEL	43	542	2e-179	IPR027413	GroEL-like equatorial domain superfamily	NA	NA
Ety_003879	Ety_003879-T1	Ety_1756_3	3682530	3684638	+	702	PF05495	CHY zinc finger	600	661	6.4e-11	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168	PTHR21319:SF6	-	21	695	3.1e-146	NA	NA	NA	NA	SSF161219	CHY zinc finger-like	591	660	1.83e-14	IPR037274	Zinc finger, CHY-type superfamily	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_003880	Ety_003880-T1	Ety_1756_3	3688721	3691196	-	600	PF11702	Protein of unknown function (DUF3295)	135	600	1.8e-127	IPR021711	Protein of unknown function DUF3295	NA	NA	PTHR28014	-	43	259	4.8e-88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_003881	Ety_003881-T1	Ety_1756_3	3702633	3704940	+	694	PF00501	AMP-binding enzyme	110	561	9e-84	IPR000873	AMP-dependent synthetase/ligase	NA	NA	PTHR43272	-	37	685	1e-200	NA	NA	NA	NA	SSF56801	Acetyl-CoA synthetase-like	25	689	1.02e-95	NA	NA	NA	NA	cd17639	LC_FACS_euk1	109	678	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_003882	Ety_003882-T1	Ety_1756_3	3705806	3708928	-	1014	PF00443	Ubiquitin carboxyl-terminal hydrolase	640	984	2.5e-37	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase	GO:0004843|GO:0016579	NA	PTHR21646	-	518	1011	5.4e-59	NA	NA	NA	NA	SSF54001	Cysteine proteinases	638	1011	5.3e-72	IPR038765	Papain-like cysteine peptidase superfamily	NA	NA	cd02674	Peptidase_C19R	641	1010	2.67e-56	NA	NA	NA	NA	G3DSA:3.90.70.10	Cysteine proteinases	629	1014	5.6e-76	NA	NA	NA	NA
Ety_003883	Ety_003883-T1	Ety_1756_3	3709786	3712221	+	718	PF00790	VHS domain	9	146	4.5e-40	IPR002014	VHS domain	GO:0006886	NA	PTHR47794	-	2	559	3.1e-188	NA	NA	NA	NA	SSF48464	ENTH/VHS domain	1	151	4.06e-43	IPR008942	ENTH/VHS	NA	NA	cd16979	VHS_Vps27	11	150	3.81e-75	NA	NA	NA	NA	G3DSA:1.25.40.90	-	3	165	7.3e-49	IPR008942	ENTH/VHS	NA	NA
Ety_003884	Ety_003884-T1	Ety_1756_3	3712646	3713523	+	249	PF00300	Histidine phosphatase superfamily (branch 1)	5	200	1.1e-22	IPR013078	Histidine phosphatase superfamily, clade-1	NA	NA	PTHR43387:SF4	PHOSPHOGLYCERATE MUTASE-LIKE PROTEIN 2	4	231	8.1e-43	NA	NA	NA	NA	SSF53254	Phosphoglycerate mutase-like	3	196	8.78e-30	IPR029033	Histidine phosphatase superfamily	NA	NA	cd07067	HP_PGM_like	4	205	1.61e-13	IPR013078	Histidine phosphatase superfamily, clade-1	NA	NA	G3DSA:3.40.50.1240	-	1	235	2.8e-31	IPR029033	Histidine phosphatase superfamily	NA	NA
Ety_003885	Ety_003885-T1	Ety_1756_3	3714624	3716386	+	532	PF00370	FGGY family of carbohydrate kinases, N-terminal domain	25	282	4e-64	IPR018484	Carbohydrate kinase, FGGY, N-terminal	GO:0005975|GO:0016773	NA	PTHR10196:SF75	-	19	530	2.3e-250	NA	NA	NA	NA	SSF53067	Actin-like ATPase domain	24	283	8.97e-76	IPR043129	ATPase, nucleotide binding domain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.420.40	-	18	283	5.8e-94	NA	NA	NA	NA
Ety_003886	Ety_003886-T1	Ety_1756_3	3718155	3719124	-	127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF54768	dsRNA-binding domain-like	5	102	2.15e-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.160.20	-	3	70	1.1e-09	NA	NA	NA	NA
Ety_003887	Ety_003887-T1	Ety_1756_3	3725421	3727301	-	492	PF00432	Prenyltransferase and squalene oxidase repeat	380	423	2.2e-06	IPR001330	PFTB repeat	GO:0003824	NA	PTHR11774:SF6	CHURC1-FNTB READTHROUGH-RELATED	63	489	2.5e-128	IPR026872	Protein farnesyltransferase subunit beta	GO:0005965|GO:0018343	KEGG: 00900+2.5.1.58|Reactome: R-HSA-2514859	SSF48239	Terpenoid cyclases/Protein prenyltransferases	52	487	8.9e-115	IPR008930	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid	NA	NA	cd02893	FTase	100	425	4.27e-158	IPR026872	Protein farnesyltransferase subunit beta	GO:0005965|GO:0018343	KEGG: 00900+2.5.1.58|Reactome: R-HSA-2514859	G3DSA:1.50.10.20	-	46	491	1.4e-151	NA	NA	NA	NA
Ety_003888	Ety_003888-T1	Ety_1756_3	3730992	3733595	+	828	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR35392:SF1	-	65	828	4.8e-264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd00067	GAL4	431	468	0.000128	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	GO:0000981|GO:0006355|GO:0008270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_003889	Ety_003889-T1	Ety_1756_3	3737039	3739239	+	706	PF07576	BRCA1-associated protein 2	231	323	7.4e-29	IPR011422	BRCA1-associated 2	NA	Reactome: R-HSA-5673000|Reactome: R-HSA-5675221|Reactome: R-HSA-6802946|Reactome: R-HSA-6802955|Reactome: R-HSA-9649948	PTHR24007:SF7	BRCA1-ASSOCIATED PROTEIN	169	705	3.8e-146	NA	NA	NA	NA	SSF57850	RING/U-box	375	493	6.06e-23	NA	NA	NA	NA	cd16457	RING-H2_BRAP2	359	401	1.32e-21	NA	NA	NA	NA	G3DSA:3.30.40.10	Zinc/RING finger domain	410	500	8.6e-23	IPR013083	Zinc finger, RING/FYVE/PHD-type	NA	NA
Ety_003890	Ety_003890-T1	Ety_1756_3	3740544	3742942	+	778	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR31605	-	16	741	4.7e-238	NA	NA	NA	NA	SSF69593	Glycerol-3-phosphate (1)-acyltransferase	240	350	1.44e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_003891	Ety_003891-T1	Ety_1756_3	3743668	3744844	+	348	PF06999	Sucrase/ferredoxin-like	70	337	1.3e-70	IPR009737	Thioredoxin-like ferredoxin	NA	NA	PTHR31902	-	30	269	1.6e-104	IPR009737	Thioredoxin-like ferredoxin	NA	NA	SSF52833	Thioredoxin-like	199	338	1.14e-08	IPR036249	Thioredoxin-like superfamily	NA	NA	cd03062	TRX_Fd_Sucrase	201	338	4.25e-23	IPR009737	Thioredoxin-like ferredoxin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_003895	Ety_003895-T1	Ety_1756_3	3750105	3752276	-	403	PF07859	alpha/beta hydrolase fold	4	144	6e-14	IPR013094	Alpha/beta hydrolase fold-3	GO:0016787	NA	PTHR22812:SF112	FI06908P-RELATED	191	388	2.3e-22	NA	NA	NA	NA	SSF53474	alpha/beta-Hydrolases	2	146	8.59e-16	IPR029058	Alpha/Beta hydrolase fold	NA	NA	cd00024	CD_CSD	228	280	6.31e-12	NA	NA	NA	NA	G3DSA:3.40.50.1820	-	1	149	1.6e-22	IPR029058	Alpha/Beta hydrolase fold	NA	NA
Ety_003897	Ety_003897-T1	Ety_1756_3	3753178	3754090	-	283	PF00106	short chain dehydrogenase	29	220	2.4e-40	IPR002347	Short-chain dehydrogenase/reductase SDR	GO:0055114	NA	PTHR42901	-	18	268	1.8e-44	NA	NA	NA	NA	SSF51735	NAD(P)-binding Rossmann-fold domains	11	254	7.95e-53	IPR036291	NAD(P)-binding domain superfamily	NA	NA	cd05233	SDR_c	31	254	7.66e-46	NA	NA	NA	NA	G3DSA:3.40.50.720	-	8	271	1.5e-58	NA	NA	NA	NA
Ety_003898	Ety_003898-T1	Ety_1756_3	3754563	3755965	+	434	PF13813	Membrane bound O-acyl transferase family	269	356	3.6e-22	IPR032805	Wax synthase domain	NA	NA	PTHR31595:SF27	-	20	407	7.5e-54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_003899	Ety_003899-T1	Ety_1756_3	3756157	3758556	-	799	PF14027	Questin oxidase-like	393	724	3.2e-86	IPR025337	Questin oxidase-like	GO:0016491	NA	PTHR35870	-	365	782	1.1e-156	IPR025337	Questin oxidase-like	GO:0016491	NA	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	23	168	2.07e-15	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	NA	NA	cd02440	AdoMet_MTases	62	166	0.00506489	NA	NA	NA	NA	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	25	335	8.4e-36	NA	NA	NA	NA
Ety_003900	Ety_003900-T1	Ety_1756_3	3759041	3761022	-	638	PF00501	AMP-binding enzyme	117	529	9.8e-52	IPR000873	AMP-dependent synthetase/ligase	NA	NA	PTHR43272:SF48	-	46	632	4.4e-120	NA	NA	NA	NA	SSF56801	Acetyl-CoA synthetase-like	114	626	9.16e-75	NA	NA	NA	NA	cd04433	AFD_class_I	269	616	7.56e-48	NA	NA	NA	NA	G3DSA:3.40.50.12780	-	89	524	1.6e-59	IPR042099	AMP-dependent synthetase-like superfamily	NA	NA
Ety_003901	Ety_003901-T1	Ety_1756_3	3761310	3763093	+	572	PF01494	FAD binding domain	106	448	6.3e-13	IPR002938	FAD-binding domain	GO:0071949	NA	PTHR13789:SF236	-	91	560	2e-179	NA	NA	NA	NA	SSF51905	FAD/NAD(P)-binding domain	107	495	4.61e-39	IPR036188	FAD/NAD(P)-binding domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.50.50.60	-	106	504	1.2e-67	IPR036188	FAD/NAD(P)-binding domain superfamily	NA	NA
Ety_003902	Ety_003902-T1	Ety_1756_3	3763226	3764377	-	354	PF00106	short chain dehydrogenase	52	269	7.1e-23	IPR002347	Short-chain dehydrogenase/reductase SDR	GO:0055114	NA	PTHR43157:SF20	-	35	322	1.2e-86	NA	NA	NA	NA	SSF51735	NAD(P)-binding Rossmann-fold domains	44	305	1.37e-36	IPR036291	NAD(P)-binding domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.720	-	49	321	9.6e-50	NA	NA	NA	NA
Ety_003903	Ety_003903-T1	Ety_1756_3	3764645	3765442	+	265	PF13460	NAD(P)H-binding	9	212	1.9e-18	IPR016040	NAD(P)-binding domain	NA	NA	PTHR15020	FLAVIN REDUCTASE-RELATED	3	264	2.9e-112	NA	NA	NA	NA	SSF51735	NAD(P)-binding Rossmann-fold domains	3	223	1.11e-18	IPR036291	NAD(P)-binding domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.720	-	2	231	1.2e-27	NA	NA	NA	NA
Ety_003904	Ety_003904-T1	Ety_1756_3	3765757	3766268	-	151	PF07110	EthD domain	30	125	1.1e-20	IPR009799	EthD domain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF54909	Dimeric alpha+beta barrel	20	135	5.9e-17	IPR011008	Dimeric alpha-beta barrel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_003905	Ety_003905-T1	Ety_1756_3	3766634	3769085	-	777	PF04082	Fungal specific transcription factor domain	259	426	1.1e-07	IPR007219	Transcription factor domain, fungi	GO:0003677|GO:0006351|GO:0008270	NA	PTHR31001:SF45	-	22	737	6.4e-228	NA	NA	NA	NA	SSF57701	Zn2/Cys6 DNA-binding domain	24	70	4.45e-09	IPR036864	Zn(2)-C6 fungal-type DNA-binding domain superfamily	GO:0000981|GO:0006355|GO:0008270	NA	cd12148	fungal_TF_MHR	249	618	4.28e-40	NA	NA	NA	NA	G3DSA:4.10.240.10	-	31	108	1.5e-10	IPR036864	Zn(2)-C6 fungal-type DNA-binding domain superfamily	GO:0000981|GO:0006355|GO:0008270	NA
Ety_003906	Ety_003906-T1	Ety_1756_3	3771081	3772412	+	443	PF08493	Aflatoxin regulatory protein	77	337	1.7e-12	IPR013700	Aflatoxin regulatory protein	GO:0003677|GO:0005634|GO:0006355|GO:0045122	NA	PTHR31069	-	13	253	6.6e-14	NA	NA	NA	NA	SSF57701	Zn2/Cys6 DNA-binding domain	17	62	6.41e-07	IPR036864	Zn(2)-C6 fungal-type DNA-binding domain superfamily	GO:0000981|GO:0006355|GO:0008270	NA	cd00067	GAL4	21	55	6.46e-08	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	GO:0000981|GO:0006355|GO:0008270	NA	G3DSA:4.10.240.10	-	18	81	4.1e-07	IPR036864	Zn(2)-C6 fungal-type DNA-binding domain superfamily	GO:0000981|GO:0006355|GO:0008270	NA
Ety_003907	Ety_003907-T1	Ety_1756_3	3773092	3774592	+	447	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR43712	-	6	443	4.9e-57	NA	NA	NA	NA	SSF46785	Winged helix DNA-binding domain	72	155	9.98e-09	IPR036390	Winged helix DNA-binding domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	160	427	3.3e-15	NA	NA	NA	NA
Ety_003908	Ety_003908-T1	Ety_1756_3	3777437	3778786	+	449	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR42034:SF1	-	2	445	1.6e-54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.559.10	Chloramphenicol Acetyltransferase	56	223	2.1e-07	IPR023213	Chloramphenicol acetyltransferase-like domain superfamily	NA	Reactome: R-HSA-389661
Ety_003909	Ety_003909-T1	Ety_1756_3	3779412	3780233	+	234	PF00106	short chain dehydrogenase	5	171	2e-15	IPR002347	Short-chain dehydrogenase/reductase SDR	GO:0055114	NA	PTHR43669:SF4	-	3	225	5.2e-79	NA	NA	NA	NA	SSF51735	NAD(P)-binding Rossmann-fold domains	2	221	9.93e-26	IPR036291	NAD(P)-binding domain superfamily	NA	NA	cd05233	SDR_c	6	120	1.17e-17	NA	NA	NA	NA	G3DSA:3.40.50.720	-	1	182	5.5e-26	NA	NA	NA	NA
Ety_003910	Ety_003910-T1	Ety_1756_3	3781508	3782557	+	330	PF00753	Metallo-beta-lactamase superfamily	70	204	2.5e-14	IPR001279	Metallo-beta-lactamase	NA	NA	PTHR23131	METALLO-BETA-LACTAMASE RELATED	15	326	4.3e-157	NA	NA	NA	NA	SSF56281	Metallo-hydrolase/oxidoreductase	49	289	3.54e-44	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like	NA	NA	cd07722	LACTB2-like_MBL-fold	55	231	7.91e-96	NA	NA	NA	NA	G3DSA:3.60.15.10	-	42	232	2.2e-59	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like	NA	NA
Ety_003911	Ety_003911-T1	Ety_1756_3	3783005	3783506	+	147	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR39598	-	9	143	1.1e-28	NA	NA	NA	NA	SSF54427	NTF2-like	6	129	1.9e-10	IPR032710	NTF2-like domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.10.450.50	-	3	133	1.8e-08	NA	NA	NA	NA
Ety_003912	Ety_003912-T1	Ety_1756_3	3783988	3785705	+	524	PF00067	Cytochrome P450	64	492	1.5e-25	IPR001128	Cytochrome P450	GO:0005506|GO:0016705|GO:0020037|GO:0055114	NA	PTHR24286	-	66	472	6.5e-21	NA	NA	NA	NA	SSF48264	Cytochrome P450	65	493	3.01e-43	IPR036396	Cytochrome P450 superfamily	GO:0005506|GO:0016705|GO:0020037|GO:0055114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.630.10	Cytochrome p450	52	502	2.1e-44	IPR036396	Cytochrome P450 superfamily	GO:0005506|GO:0016705|GO:0020037|GO:0055114	NA
Ety_003913	Ety_003913-T1	Ety_1756_3	3786313	3787162	-	261	PF01814	Hemerythrin HHE cation binding domain	68	162	2e-06	IPR012312	Haemerythrin-like	NA	Reactome: R-HSA-390471|Reactome: R-HSA-8951664|Reactome: R-HSA-917937|Reactome: R-HSA-983168	PTHR38048:SF2	-	41	252	8.3e-41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd12108	Hr-like	39	164	3e-10	NA	NA	NA	NA	G3DSA:1.20.120.520	nmb1532 protein domain like	43	184	8.1e-08	NA	NA	NA	NA
Ety_003914	Ety_003914-T1	Ety_1756_3	3788602	3794187	+	1786	PF00698	Acyl transferase domain	943	1263	9.1e-40	IPR014043	Acyl transferase	NA	NA	PTHR43775	-	18	1784	0	NA	NA	NA	NA	SSF53901	Thiolase-like	409	785	3.34e-77	IPR016039	Thiolase-like	GO:0016746	NA	cd00833	PKS	411	840	3.73e-169	NA	NA	NA	NA	G3DSA:3.40.47.10	-	408	851	3.3e-143	IPR016039	Thiolase-like	GO:0016746	NA
Ety_003915	Ety_003915-T1	Ety_1756_3	3794723	3795803	-	337	PF05368	NmrA-like family	8	243	1.5e-47	IPR008030	NmrA-like domain	NA	Reactome: R-HSA-70635	PTHR42748	-	5	310	6.3e-56	NA	NA	NA	NA	SSF51735	NAD(P)-binding Rossmann-fold domains	5	278	2.15e-47	IPR036291	NAD(P)-binding domain superfamily	NA	NA	cd05251	NmrA_like_SDR_a	8	240	1.06e-73	NA	NA	NA	NA	G3DSA:3.40.50.720	-	7	222	1.2e-65	NA	NA	NA	NA
Ety_003916	Ety_003916-T1	Ety_1756_3	3795987	3798225	+	580	PF00067	Cytochrome P450	86	549	5.4e-71	IPR001128	Cytochrome P450	GO:0005506|GO:0016705|GO:0020037|GO:0055114	NA	PTHR24305	-	65	564	1.5e-141	NA	NA	NA	NA	SSF48264	Cytochrome P450	73	563	1.44e-88	IPR036396	Cytochrome P450 superfamily	GO:0005506|GO:0016705|GO:0020037|GO:0055114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.630.10	Cytochrome p450	82	568	5.6e-85	IPR036396	Cytochrome P450 superfamily	GO:0005506|GO:0016705|GO:0020037|GO:0055114	NA
Ety_003918	Ety_003918-T1	Ety_1756_3	3798901	3800623	+	555	PF07690	Major Facilitator Superfamily	49	449	7.8e-42	IPR011701	Major facilitator superfamily	GO:0022857|GO:0055085	NA	PTHR23501	-	22	540	2.2e-192	NA	NA	NA	NA	SSF103473	MFS general substrate transporter	27	532	2.35e-55	IPR036259	MFS transporter superfamily	NA	NA	cd17502	MFS_Azr1_MDR_like	50	451	3.75e-79	NA	NA	NA	NA	G3DSA:1.20.1250.20	MFS general substrate transporter like domains	38	263	2.6e-36	NA	NA	NA	NA
Ety_003919	Ety_003919-T1	Ety_1756_3	3803172	3803445	+	66	PF08592	Domain of unknown function (DUF1772)	1	48	6.5e-08	NA	NA	NA	NA	PTHR35042	-	1	48	7.6e-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_003923	Ety_003923-T1	Ety_1756_3	3825155	3826669	-	474	PF02628	Cytochrome oxidase assembly protein	92	446	1.1e-110	IPR003780	COX15/CtaA family	GO:0006784|GO:0016021|GO:0016627|GO:0055114	Reactome: R-HSA-189451	PTHR23289	CYTOCHROME C OXIDASE ASSEMBLY PROTEIN COX15	67	468	5.3e-162	IPR023754	Heme A synthase, type 2	GO:0006784|GO:0016020|GO:0016627|GO:0055114	Reactome: R-HSA-189451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_003924	Ety_003924-T1	Ety_1756_3	3826949	3829928	+	926	PF04615	Utp14 protein	216	924	6.8e-198	NA	NA	NA	NA	PTHR14150	U3 SMALL NUCLEOLAR RNA-ASSOCIATED PROTEIN 14	150	925	3.8e-146	IPR006709	Small-subunit processome, Utp14	GO:0006364|GO:0032040	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_003925	Ety_003925-T1	Ety_1756_3	3830398	3832435	-	465	PF01699	Sodium/calcium exchanger protein	115	280	4.1e-21	IPR004837	Sodium/calcium exchanger membrane region	GO:0016021|GO:0055085	Reactome: R-HSA-425561	PTHR31503:SF22	VACUOLAR CALCIUM ION TRANSPORTER	63	457	1.5e-157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.20.1420.30	-	147	447	1.7e-26	NA	NA	NA	NA
Ety_003926	Ety_003926-T1	Ety_1756_3	3833466	3836878	-	818	PF17652	Glycosyl hydrolase family 81 C-terminal domain	441	790	4.9e-159	IPR040720	Glycosyl hydrolase family 81, C-terminal domain	NA	NA	PTHR31983	-	69	795	5.4e-206	IPR005200	Endo-1,3(4)-beta-glucanase	GO:0052861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.70.98.30	-	156	339	2e-31	NA	NA	NA	NA
Ety_003927	Ety_003927-T1	Ety_1756_3	3836911	3837815	-	281	PF10451	Telomere regulation protein Stn1	127	225	1.7e-06	IPR018856	CST complex subunit Stn1, N-terminal	NA	NA	PTHR13989	REPLICATION PROTEIN A-RELATED	17	216	1.5e-17	IPR040260	Replication factor A protein-like	NA	NA	SSF50249	Nucleic acid-binding proteins	41	165	5.65e-12	IPR012340	Nucleic acid-binding, OB-fold	NA	NA	cd03524	RPA2_OBF_family	58	161	7.5e-07	NA	NA	NA	NA	G3DSA:2.40.50.140	-	10	190	7.1e-48	NA	NA	NA	NA
Ety_003928	Ety_003928-T1	Ety_1756_3	3838472	3839415	-	295	PF00226	DnaJ domain	16	80	1.4e-21	IPR001623	DnaJ domain	NA	NA	PTHR44144	-	7	286	3.6e-86	NA	NA	NA	NA	SSF46565	Chaperone J-domain	15	107	1.44e-25	IPR036869	Chaperone J-domain superfamily	NA	NA	cd06257	DnaJ	16	72	3.5e-16	IPR001623	DnaJ domain	NA	NA	G3DSA:1.10.287.110	-	12	109	2.5e-25	IPR036869	Chaperone J-domain superfamily	NA	NA
Ety_003929	Ety_003929-T1	Ety_1756_3	3839762	3840259	+	165	PF18785	Invertebrate-AID/APOBEC-deaminase	33	161	9.9e-58	NA	NA	NA	NA	PTHR11079:SF165	-	10	165	6.9e-36	NA	NA	NA	NA	SSF53927	Cytidine deaminase-like	11	153	5.31e-22	IPR016193	Cytidine deaminase-like	GO:0003824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.140.10	Cytidine Deaminase	2	154	1.4e-27	NA	NA	NA	NA
